<UNK> 1.0	SPN
විහාරාධිපතිත්වයට 1.0	w i h a: r a: d^ i p @ t^ i t^ w @ y @ t @
විහාරාධිපතින් 1.0	w i h a: r a: d^ i p @ t^ i n
විහාරාධිපතීත්වය 1.0	w i h a: r a: d^ i p @ t^ i: t^ w @ y @
විහාරාධිපතීන් 1.0	w i h a: r a: d^ i p @ t^ i: n
විහාරේ 1.0	w i h a: r e:
විහිංසනයන් 1.0	w i h i x s @ n @ y a n
විහිද 1.0	w i h i d^ @
විහිදවූයේ 1.0	w i h i d^ @ w u: y e:
විහිදි 1.0	w i h i d^ i
විහිදී 1.0	w i h i d^ i:
විහිදු 1.0	w i h i d^ u
විහිදුණ 1.0	w i h i d^ u n @
විහිදුණු 1.0	w i h i d^ u n u
විහිදුන 1.0	w i h i d^ u n @
විහිදුනා 1.0	w i h i d^ u n a:
විහිදුනු 1.0	w i h i d^ u n u
විහිදුවමින් 1.0	w i h i d^ u w @ m i n
විහිදුවා 1.0	w i h i d^ u w a:
විහිදෙන 1.0	w i h i d^ e n @
විහිදෙනවා 1.0	w i h i d^ e n @ w a:
විහිදෙයි 1.0	w i h i d^ e y i
විහිදේ 1.0	w i h i d^ e:
විහින්මයි 1.0	w i h i n m a y i
විහිලු 1.0	w i h i l u
විහිලුවක් 1.0	w i h i l u w a k
විහිලුවකුත් 1.0	w i h i l u w @ k u t^
විහිලුවට 1.0	w i h i l u w @ t @
විහිළි 1.0	w i h i l i
විහිළු 1.0	w i h i l u
විහිළුකාර 1.0	w i h i l u k a: r @
විහිළුකාරයො 1.0	w i h i l u k a: r @ y o
විහිළුකාරයෝ 1.0	w i h i l u k a: r @ y o:
විහිළුව 1.0	w i h i l u w @
විහිළුවකට 1.0	w i h i l u w @ k @ t @
විහිළුවක් 1.0	w i h i l u w a k
විහිළුවකි 1.0	w i h i l u w @ k i
විහිළුවට 1.0	w i h i l u w @ t @
විහිළුවටවත් 1.0	w i h i l u w @ t @ w a t^
විළවුන් 1.0	w i l @ w u n
විළාප 1.0	w i l a: p @
විළි 1.0	w i l i
විළියෙන් 1.0	w i l i y e n
විින්නට 1.0	w i n n @ t @
විෙරා්ධී 1.0	w e r a d^ i:
වී 1.0	w i:
වීආයුධ 1.0	w i: a: y u d^ @
වීජ 1.0	w i: j @
වීඩියෝ 1.0	w i: d i y o:
වීඩියෝව 1.0	w i: d i y o: w @
වීඩියෝවට 1.0	w i: d i y o: w @ t @
වීඩියෝවල 1.0	w i: d i y o: w @ l @
වීඩියෝවලට 1.0	w i: d i y o: w @ l @ t @
වීඩියෝවේ 1.0	w i: d i y o: w e:
වීඩීයෝ 1.0	w i: d i: y o:
වීණා 1.0	w i: n a:
වීණාවයි 1.0	w i: n a: w a y i
වීතංස 1.0	w i: t^ a x s @
වීතරාගි 1.0	w i: t^ @ r a: g i
වීතරාගී 1.0	w i: t^ @ r a: g i:
වීථි 1.0	w i: t^ i
වීථීන් 1.0	w i: t^ i: n
වීදි 1.0	w i: d^ i
වීදිපුරා 1.0	w i: d^ i p u r a:
වීදිය 1.0	w i: d^ i y @
වීදියේ 1.0	w i: d^ i y e:
වීදිවල 1.0	w i: d^ i w @ l @
වීදුරු 1.0	w i: d^ u r u
වීදුරුවක් 1.0	w i: d^ u r u w a k
වීදුරුවට 1.0	w i: d^ u r u w @ t @
වීධි 1.0	w i: d^ i
වීම 1.0	w i: m @
වීමංසක 1.0	w i: m a x s @ k @
වීමක 1.0	w i: m @ k @
වීමකට 1.0	w i: m @ k @ t @
වීමක් 1.0	w i: m a k
වීමක්මයි 1.0	w i: m a k m a y i
වීමකි 1.0	w i: m @ k i
වීමකින් 1.0	w i: m @ k i n
වීමට 1.0	w i: m @ t @
වීමටත් 1.0	w i: m @ t a t^
වීමටයි 1.0	w i: m @ t a y i
වීමත් 1.0	w i: m a t^
වීමම 1.0	w i: m @ m @
වීමයි 1.0	w i: m a y i
වීමවලට 1.0	w i: m @ w @ l @ t @
වීම් 1.0	w i: m
වීමා 1.0	w i: m a:
වීමි 1.0	w i: m i
වීමෙ 1.0	w i: m e
වීමෙන් 1.0	w i: m e n
වීමෙන්මයි 1.0	w i: m e n m a y i
වීමෙනි 1.0	w i: m e n i
වීමේ 1.0	w i: m e:
වීමේදි 1.0	w i: m e: d^ i
වීමෝ 1.0	w i: m o:
වීර 1.0	w i: r @
වීරත්වය 1.0	w i: r a t^ w @ y @
වීරතුංග 1.0	w i: r @ t^ u x g @
වීරයකු 1.0	w i: r @ y @ k u
වීරයට 1.0	w i: r @ y @ t @
වීරයන් 1.0	w i: r @ y a n
වීරයන්ට 1.0	w i: r @ y a n t @
වීරයා 1.0	w i: r @ y a:
වීරයාගේ 1.0	w i: r @ y a: g e:
වීරයෙක් 1.0	w i: r @ y e k
වීරයෙක්ගේ 1.0	w i: r @ y e k g e:
වීරයෙකු 1.0	w i: r @ y e k u
වීරයො 1.0	w i: r @ y o
වීරයෝ 1.0	w i: r @ y o:
වීරරත්න 1.0	w i: r @ r a t^ n @
වීරවංශ 1.0	w i: r @ w a x s^ @
වීරවරයෙකුත් 1.0	w i: r @ w @ r @ y e k u t^
වීරවිල 1.0	w i: r @ w i l @
වීරසිංහට 1.0	w i: r @ s i x h @ t @
වීරසේකර 1.0	w i: r @ s e: k @ r @
වීර්යය 1.0	w i: r y @ y @
වීර්යයක් 1.0	w i: r y @ y a k
වීර්යයෙන් 1.0	w i: r y @ y e n
වීර්යෙන් 1.0	w i: r y e n
වීර්රයෙනුත් 1.0	w i: r r @ y e n u t^
වීරා 1.0	w i: r a:
වීලා 1.0	w i: l a:
වීසා 1.0	w i: s a:
වීසාව 1.0	w i: s a: w @
වීසි 1.0	w i: s i
වු 1.0	w u
වුඩ්වර්ඩ් 1.0	w u d w a r d
වුණ 1.0	w u n @
වුණත් 1.0	w u n a t^
වුණද 1.0	w u n @ d^ @
වුණයි 1.0	w u n a y i
වුණහ 1.0	w u n @ h a
වුණා 1.0	w u n a:
වුණාට 1.0	w u n a: t @
වුණානම් 1.0	w u n a: n a m
වුණාමේ 1.0	w u n a: m e:
වුණි 1.0	w u n i
වුණු 1.0	w u n u
වුණෙ 1.0	w u n e
වුණෙත් 1.0	w u n e t^
වුණේ 1.0	w u n e:
වුණේවත් 1.0	w u n e: w a t^
වුණොත් 1.0	w u n o t^
වුතයකට 1.0	w u t^ @ y @ k @ t @
වුන 1.0	w u n @
වුනට 1.0	w u n @ t @
වුනත් 1.0	w u n a t^
වුනහ 1.0	w u n @ h a
වුනා 1.0	w u n a:
වුනාට 1.0	w u n a: t @
වුනානම් 1.0	w u n a: n a m
වුනානෙ 1.0	w u n a: n e
වුනෙත් 1.0	w u n e t^
වුනොත් 1.0	w u n o t^
වුයේ 1.0	w u y e:
වුව 1.0	w u w @
වුවක් 1.0	w u w a k
වුවත් 1.0	w u w a t^
වුවද 1.0	w u w @ d^ @
වුවන 1.0	w u w @ n @
වුවන් 1.0	w u w a n
වුවමනයි 1.0	w u w @ m @ n a y i
වුවමනා 1.0	w u w @ m @ n a:
වුවමනාව 1.0	w u w @ m @ n a: w @
වුවමනාවකට 1.0	w u w @ m @ n a: w @ k @ t @
වුවමනාවක් 1.0	w u w @ m @ n a: w a k
වුවමනාවට 1.0	w u w @ m @ n a: w @ t @
වුවමනාවන්ට 1.0	w u w @ m @ n a: w a n t @
වුවමනාවෙන් 1.0	w u w @ m @ n a: w e n
වුවමනාවේ 1.0	w u w @ m @ n a: w e:
වුවහොත් 1.0	w u w @ h o t^
වුවා 1.0	w u w a:
වුවිසින් 1.0	w u w i s i n
වුවොත් 1.0	w u w o t^
වූ 1.0	w u:
වූකලී 1.0	w u: k @ l i:
වූණාට 1.0	w u: n a: t @
වූත් 1.0	w u: t^
වූයෙත් 1.0	w u: y e t^
වූයෙන් 1.0	w u: y e n
වූයෙමි 1.0	w u: y e m i
වූයේ 1.0	w u: y e:
වූයේත් 1.0	w u: y e: t^
වූල්වලින් 1.0	w u: l w @ l i n
වූව 1.0	w u: w @
වූවක් 1.0	w u: w a k
වූවකි 1.0	w u: w @ k i
වූවකු 1.0	w u: w @ k u
වූවත් 1.0	w u: w a t^
වූවද 1.0	w u: w @ d^ @
වූවනට 1.0	w u: w @ n @ t @
වූවන් 1.0	w u: w a n
වූවන්ට 1.0	w u: w a n t @
වූවා 1.0	w u: w a:
වූවාක් 1.0	w u: w a: k
වූවාට 1.0	w u: w a: t @
වූවානම් 1.0	w u: w a: n a m
වූවාහු 1.0	w u: w a: h u
වූවේ 1.0	w u: w e:
වූවොත් 1.0	w u: w o t^
වූවෝ 1.0	w u: w o:
වූහ 1.0	w u: h @
වූහයි 1.0	w u: h a y i
වෘකයන් 1.0	w r u k @ y a n
වෘකයා 1.0	w r u k @ y a:
වෘකයාව 1.0	w r u k @ y a: w @
වෘකයෙක් 1.0	w r u k @ y e k
වෘකයෝ 1.0	w r u k @ y o:
වෘක්ෂ 1.0	w r u k s^ @
වෘක්ෂනාශක 1.0	w r u k s^ @ n a: s^ @ k @
වෘක්ෂය 1.0	w r u k s^ @ y @
වෘක්ෂයක් 1.0	w r u k s^ @ y a k
වෘක්ෂයට 1.0	w r u k s^ @ y @ t @
වෘක්ෂලතා 1.0	w r u k s^ @ l @ t^ a:
වෘත්ත 1.0	w r u t^ t^ @
වෘත්තය 1.0	w r u t^ t^ @ y @
වෘත්තාකාර 1.0	w r u t^ t^ a: k a: r @
වෘත්තාන්තය 1.0	w r u t^ t^ a: n t^ @ y @
වෘත්තාන්තයේ 1.0	w r u t^ t^ a: n t^ @ y e:
වෘත්තිය 1.0	w r u t^ t^ i y @
වෘත්තියක 1.0	w r u t^ t^ i y @ k @
වෘත්තියක් 1.0	w r u t^ t^ i y a k
වෘත්තියට 1.0	w r u t^ t^ i y @ t @
වෘත්තියෙන් 1.0	w r u t^ t^ i y e n
වෘත්තීන් 1.0	w r u t^ t^ i: n
වෘත්තීමය 1.0	w r u t^ t^ i: m @ y @
වෘත්තීය 1.0	w r u t^ t^ i: y @
වෘතාන්ත 1.0	w r u t^ a: n t^ @
වෘද්ධ 1.0	w r u d^ d^ @
වෘද්ධි 1.0	w r u d^ d^ i
වෘශ්චික 1.0	w r u s^ c^ i k @
වෘෂභ 1.0	w r u s^ @ b @
වෘෂභයට 1.0	w r u s^ @ b @ y @ t @
වෙගේ 1.0	w e g e:
වෙච්ච 1.0	w e c^ c^ @
වෙච්චි 1.0	w e c^ c^ i
වෙට්ටු 1.0	w e t t u
වෙඩි 1.0	w e d i
වෙඩික්කාරයෙක් 1.0	w e d i k k a: r @ y e k
වෙඩිතබා 1.0	w e d i t^ @ b a:
වෙඩිතියනවා 1.0	w e d i t^ i y @ n @ w a:
වෙඩිතියා 1.0	w e d i t^ i y a:
වෙඩින් 1.0	w e d i n
වෙඩිල්ලක් 1.0	w e d i l l a k
වෙඩිවර්ධනගේ 1.0	w e d i w a r d^ @ n @ g e:
වෙත 1.0	w e t^ @
වෙතට 1.0	w e t^ @ t @
වෙතටත් 1.0	w e t^ @ t a t^
වෙතටයි 1.0	w e t^ @ t a y i
වෙතත් 1.0	w e t^ a t^
වෙතයි 1.0	w e t^ a y i
වෙත් 1.0	w e t^
වෙත්දී 1.0	w e t^ d^ i:
වෙත්නම් 1.0	w e t^ n a m
වෙත්වා 1.0	w e t^ w a:
වෙති 1.0	w e t^ i
වෙතින් 1.0	w e t^ i n
වෙතියි 1.0	w e t^ i y i
වෙතොත් 1.0	w e t^ o t^
වෙද 1.0	w e d^ @
වෙදකම 1.0	w e d^ @ k @ m @
වෙදකමට 1.0	w e d^ @ k @ m @ t @
වෙදකමත් 1.0	w e d^ @ k @ m a t^
වෙදකමයි 1.0	w e d^ @ k @ m a y i
වෙදකම් 1.0	w e d^ @ k a m
වෙදකමින් 1.0	w e d^ @ k @ m i n
වෙදකමේ 1.0	w e d^ @ k @ m e:
වෙදකමේත් 1.0	w e d^ @ k @ m e: t^
වෙදගෙදර 1.0	w e d^ @ g e d^ @ r @
වෙදහලක් 1.0	w e d^ @ h a l a k
වෙද්දි 1.0	w e d^ d^ i
වෙද්දිත් 1.0	w e d^ d^ i t^
වෙද්දී 1.0	w e d^ d^ i:
වෙද්දීත් 1.0	w e d^ d^ i: t^
වෙද්දු 1.0	w e d^ d^ u
වෙදා 1.0	w e d^ a:
වෙදාලගේ 1.0	w e d^ a: l @ g e:
වෙදුන් 1.0	w e d^ u n
වෙදෙක් 1.0	w e d^ e k
වෙදෙකු 1.0	w e d^ e k u
වෙදෙකුත් 1.0	w e d^ e k u t^
වෙන 1.0	w e n @
වෙනකං 1.0	w e n @ k a x
වෙනකන් 1.0	w e n @ k a n
වෙනකම් 1.0	w e n @ k a m
වෙනකල් 1.0	w e n @ k a l
වෙනකල්වත් 1.0	w e n @ k a l w a t^
වෙනක් 1.0	w e n a k
වෙනකෙකුගේ 1.0	w e n @ k e k u g e:
වෙනකොට 1.0	w e n @ k o t @
වෙනකොටත් 1.0	w e n @ k o t a t^
වෙනකොටනං 1.0	w e n @ k o t @ n a x
වෙනජාතියක් 1.0	w e n @ j a: t^ i y a k
වෙනත් 1.0	w e n a t^
වෙනත්සයිට් 1.0	w e n a t^ s @ y i t
වෙනතාක් 1.0	w e n @ t^ a: k
වෙනතුරු 1.0	w e n @ t^ u r u
වෙනදා 1.0	w e n @ d^ a:
වෙනදාට 1.0	w e n @ d^ a: t @
වෙනදාටත් 1.0	w e n @ d^ a: t a t^
වෙනදේ 1.0	w e n @ d^ e:
වෙනම් 1.0	w e n a m
වෙනයම් 1.0	w e n @ y a m
වෙනයි 1.0	w e n a y i
වෙනවට 1.0	w e n @ w @ t @
වෙනවද 1.0	w e n @ w @ d^ @
වෙනවනම් 1.0	w e n @ w @ n a m
වෙනවනෙ 1.0	w e n @ w @ n e
වෙනවමිනිස්සුත් 1.0	w e n @ w @ m i n i s s u t^
වෙනවලුනෙ 1.0	w e n @ w @ l u n e
වෙනවා 1.0	w e n @ w a:
වෙනවාඑහෙනම් 1.0	w e n @ w a: e h e n a m
වෙනවාට 1.0	w e n @ w a: t @
වෙනවාත් 1.0	w e n @ w a: t^
වෙනවානම් 1.0	w e n @ w a: n a m
වෙනවාම 1.0	w e n @ w a: m @
වෙනස 1.0	w e n @ s @
වෙනසකට 1.0	w e n @ s @ k @ t @
වෙනසකටත් 1.0	w e n @ s @ k @ t a t^
වෙනසක් 1.0	w e n @ s a k
වෙනසකි 1.0	w e n @ s @ k i
වෙනසකින් 1.0	w e n @ s @ k i n
වෙනසකුත් 1.0	w e n @ s @ k u t^
වෙනසට 1.0	w e n @ s @ t @
වෙනසත් 1.0	w e n @ s a t^
වෙනස් 1.0	w e n a s
වෙනස්ක 1.0	w e n a s k @
වෙනස්කම් 1.0	w e n a s k a m
වෙනස්කම්වලට 1.0	w e n a s k a m w @ l @ t @
වෙනස්කර 1.0	w e n a s k @ r @
වෙනස්කරන්න 1.0	w e n a s k @ r a n n @
වෙනස්කළ 1.0	w e n a s k @ l @
වෙනස්කොට 1.0	w e n a s k o t @
වෙනස්වීමයි 1.0	w e n a s w i: m a y i
වෙනස්වීම් 1.0	w e n a s w i: m
වෙනස්වෙන 1.0	w e n a s w e n @
වෙන් 1.0	w e n
වෙන්කර 1.0	w e n k @ r @
වෙන්කරගන්න 1.0	w e n k @ r @ g a n n @
වෙන්කරගන්නෙ 1.0	w e n k @ r @ g a n n e
වෙන්කරන 1.0	w e n k @ r @ n @
වෙන්කරන්න 1.0	w e n k @ r a n n @
වෙන්කරපු 1.0	w e n k @ r @ p u
වෙන්කරලා 1.0	w e n k @ r @ l a:
වෙන්කළ 1.0	w e n k @ l @
වෙන්කළා 1.0	w e n k @ l a:
වෙන්ට 1.0	w e n t @
වෙන්න 1.0	w e n n @
වෙන්නං 1.0	w e n n a x
වෙන්නක් 1.0	w e n n a k
වෙන්නකෝ 1.0	w e n n @ k o:
වෙන්නට 1.0	w e n n @ t @
වෙන්නත් 1.0	w e n n a t^
වෙන්නයි 1.0	w e n n a y i
වෙන්නෙ 1.0	w e n n e
වෙන්නෙත් 1.0	w e n n e t^
වෙන්නේ 1.0	w e n n e:
වෙන්නේත් 1.0	w e n n e: t^
වෙන්වීමකි 1.0	w e n w i: m @ k i
වෙන්වීමට 1.0	w e n w i: m @ t @
වෙන්වීමයි 1.0	w e n w i: m a y i
වෙන්වීමේ 1.0	w e n w i: m e:
වෙන්වෙනවා 1.0	w e n w e n @ w a:
වෙන්වෙන්න 1.0	w e n w e n n @
වෙන්වෙලා 1.0	w e n w e l a:
වෙනි 1.0	w e n i
වෙනින් 1.0	w e n i n
වෙනිවිෂන් 1.0	w e n i w i s^ a n
වෙනු 1.0	w e n u
වෙනුවට 1.0	w e n u w @ t @
වෙනුවෙන් 1.0	w e n u w e n
වෙනුවෙන්නෙ 1.0	w e n u w e n n e
වෙනුවෙන්මයි 1.0	w e n u w e n m a y i
වෙනුවෙනි 1.0	w e n u w e n i
වෙනුවෙනුත් 1.0	w e n u w e n u t^
වෙනුවෙනුයි 1.0	w e n u w e n u y i
වෙබ් 1.0	w e b
වෙබ්අඩවියේ 1.0	w e b a d @ w i y e:
වෙබ්වලින් 1.0	w e b w @ l i n
වෙම් 1.0	w e m
වෙමි 1.0	w e m i
වෙමින් 1.0	w e m i n
වෙමිනි 1.0	w e m i n i
වෙමිනුයි 1.0	w e m i n u y i
වෙමු 1.0	w e m u
වෙමුකෝ 1.0	w e m u k o:
වෙයං 1.0	w e y a x
වෙයන් 1.0	w e y a n
වෙයල්ලා 1.0	w e y a l l a:
වෙයි 1.0	w e y i
වෙයිනෙ 1.0	w e y i n e
වෙර 1.0	w e r @
වෙරළ 1.0	w e r @ l @
වෙරළට 1.0	w e r @ l @ t @
වෙරළාරක්ෂකයෙකු 1.0	w e r @ l a: r a k s^ @ k @ y e k u
වෙරළෙ 1.0	w e r @ l e
වෙරළෙහි 1.0	w e r @ l e h i
වෙරළේ 1.0	w e r @ l e:
වෙල 1.0	w e l @
වෙලත් 1.0	w e l a t^
වෙලදාම් 1.0	w e l @ d^ a: m
වෙලයි 1.0	w e l a y i
වෙලවට 1.0	w e l @ w @ t @
වෙල් 1.0	w e l
වෙල්කං 1.0	w e l k a x
වෙල්යායක් 1.0	w e l y a: y a k
වෙල්ලන්කරේ 1.0	w e l l a n k @ r e:
වෙල්ලස්ස 1.0	w e l l a s s @
වෙල්ලස්සේ 1.0	w e l l a s s e:
වෙල්ස් 1.0	w e l s
වෙලා 1.0	w e l a:
වෙලාගත් 1.0	w e l a: g a t^
වෙලාත් 1.0	w e l a: t^
වෙලානෙ 1.0	w e l a: n e
වෙලාම 1.0	w e l a: m @
වෙලායි 1.0	w e l a: y i
වෙලාව 1.0	w e l a: w @
වෙලාවක 1.0	w e l a: w @ k @
වෙලාවකට 1.0	w e l a: w @ k @ t @
වෙලාවක් 1.0	w e l a: w a k
වෙලාවකින් 1.0	w e l a: w @ k i n
වෙලාවට 1.0	w e l a: w @ t @
වෙලාවටයි 1.0	w e l a: w @ t a y i
වෙලාවත් 1.0	w e l a: w a t^
වෙලාවයි 1.0	w e l a: w a y i
වෙලාවල 1.0	w e l a: w @ l @
වෙලාවල් 1.0	w e l a: w a l
වෙලාවල්වල 1.0	w e l a: w a l w @ l @
වෙලාව් 1.0	w e l a: w
වෙලාවෙ 1.0	w e l a: w e
වෙලාවෙදි 1.0	w e l a: w e d^ i
වෙලාවේ 1.0	w e l a: w e:
වෙලිච්ච 1.0	w e l i c^ c^ @
වෙලිලනං 1.0	w e l i l @ n a x
වෙලී 1.0	w e l i:
වෙලෙයි 1.0	w e l e y i
වෙලේ 1.0	w e l e:
වෙලේත් 1.0	w e l e: t^
වෙව 1.0	w e w @
වෙව් 1.0	w e w
වෙව්ලන 1.0	w e w l @ n @
වෙව්ලන්නට 1.0	w e w l a n n @ t @
වෙව්ලමින් 1.0	w e w l @ m i n
වෙව්ලිල්ල 1.0	w e w l i l l @
වෙව්ලුවා 1.0	w e w l u w a:
වෙව්ලූ 1.0	w e w l u:
වෙවී 1.0	w e w i:
වෙවුලන්න 1.0	w e w u l a n n @
වෙසක් 1.0	w e s a k
වෙස් 1.0	w e s
වෙස්ගත් 1.0	w e s g a t^
වෙස්ගන්නා 1.0	w e s g a n n a:
වෙස්ගන්වා 1.0	w e s g a n w a:
වෙස්ටන් 1.0	w e s t a n
වෙස්ටරොස්වලට 1.0	w e s t @ r o s w @ l @ t @
වෙස්මුහුණටත් 1.0	w e s m u h u n @ t a t^
වෙස්ලියන් 1.0	w e s l i y a n
වෙස්සන්තර 1.0	w e s s a n t^ @ r @
වෙසෙති 1.0	w e s e t^ i
වෙසෙන 1.0	w e s e n @
වෙසෙනවා 1.0	w e s e n @ w a:
වෙසෙනවානම් 1.0	w e s e n @ w a: n a m
වෙසෙන්නන් 1.0	w e s e n n a n
වෙසෙනුයේ 1.0	w e s e n u y e:
වෙසෙයි 1.0	w e s e y i
වෙසෙසක් 1.0	w e s e s a k
වෙසෙස් 1.0	w e s e s
වෙසෙසින් 1.0	w e s e s i n
වෙහසි 1.0	w e h a s i
වෙහෙර 1.0	w e h e r @
වෙහෙරක 1.0	w e h e r @ k @
වෙහෙරක් 1.0	w e h e r a k
වෙහෙරට 1.0	w e h e r @ t @
වෙහෙරවිහාර 1.0	w e h e r @ w i h a: r @
